parcl_property_id,address,city,county_name,BG_ID,latitude,longitude,property_type,bedrooms,bathrooms,square_footage,year_built
151759790,1056 SWEETWATER DR,,Habersham,131370002032,34.66775,-83.624958,Single family,3.0,2.5,1920.0,2005.0
91086759,184 RICHARD ST,Clarkesville City,Habersham,131370003003,34.601716,-83.527823,Single family,3.0,2.0,1215.0,2001.0
94848284,110 BRASSTOWN LN,Demorest City,Habersham,131370005023,34.555787,-83.54093,Single family,3.0,2.0,1721.0,2003.0
75400279,330 HIGHLAND POINTE DR,Baldwin City,Habersham,131370006012,34.491403,-83.589608,Single family,3.0,2.5,1565.0,2019.0
70148665,193 ALLEN DR,Clarkesville City,Habersham,131370003002,34.606199,-83.519001,Single family,3.0,2.0,1344.0,1963.0
175804014,244 ROCK CREST TER,Raoul CDP,Habersham,131370006014,34.449938,-83.598821,Single family,3.0,2.0,1120.0,2004.0
83852178,270 VALLEY DR,,Habersham,131370005011,34.532085,-83.517662,Single family,3.0,3.0,2402.0,1971.0
67324322,1549 BLACKSNAKE RD,,Habersham,131370003001,34.599708,-83.4875,Single family,3.0,3.0,2210.0,1987.0
96938880,160 FIELD VIEW DR,,Habersham,131370004004,34.565233,-83.467017,Single family,3.0,2.0,1435.0,1997.0
130277476,264 LOCKE RD,,Habersham,131370005011,34.541802,-83.529657,Single family,3.0,2.0,1431.0,1971.0
76168055,1190 DOUBLE BRIDGE RD,,Habersham,131370005021,34.577352,-83.51364,Single family,3.0,2.0,2854.0,2002.0
179392610,155 GOLDUST AVE,,Habersham,131370002034,34.635809,-83.51756,Single family,3.0,2.0,1268.0,1998.0
83721692,4554 GAINESVILLE HWY,,Habersham,131370006011,34.477167,-83.564629,Single family,2.0,1.0,1856.0,1960.0
182995505,114 SUNSET ST,Clarkesville City,Habersham,131370003003,34.601102,-83.522777,Single family,2.0,2.0,1847.0,1961.0
83882803,475 ELLER RD,,Habersham,131370005022,34.571845,-83.576378,Single family,2.0,2.0,1292.0,2003.0
141057395,311 WILD CREEK DR,,Habersham,131370002012,34.615089,-83.59209,Single family,3.0,2.0,1746.0,2010.0
133819476,1262 WALL BRIDGE RD,,Habersham,131370003002,34.63446,-83.515967,Single family,3.0,1.0,1202.0,1943.0
124537614,459 MAGNOLIA GROVE PL,Cornelia City,Habersham,131370006041,34.506189,-83.558042,Single family,4.0,2.0,1744.0,2006.0
160971757,311 IRVIN LAKE RD,,Habersham,131370001001,34.583351,-83.421761,Single family,3.0,2.0,1400.0,2006.0
180023423,1423 JIM THOMAS RD,,Habersham,131370002012,34.613044,-83.60908,Single family,3.0,2.0,1416.0,1945.0
139385182,573 CHURCH SAWMILL RD,,Habersham,131370005021,34.581717,-83.53251,Single family,9.0,5.5,5351.0,2007.0
77360810,208 KING ST,Baldwin City,Habersham,131370006043,34.493091,-83.538339,Single family,4.0,2.0,2119.0,1932.0
159943489,1610 ZEB BRYSON RD,,Habersham,131370002041,34.626664,-83.554942,Single family,5.0,4.0,2250.0,1999.0
65290688,508 LAKESIDE DR,Mount Airy Town,Habersham,131370004001,34.525879,-83.508551,Single family,4.0,3.0,1636.0,1968.0
80490987,175 EXECUTIVE DR,,Habersham,131370006013,34.441553,-83.61545,Single family,3.0,2.0,1419.0,2000.0
80066813,200 SWAIN ST,Clarkesville City,Habersham,131370003003,34.605224,-83.525551,Single family,3.0,2.0,1200.0,1984.0
184731262,426 CHISOM TRL,,Habersham,131370002032,34.673161,-83.568255,Single family,2.0,1.0,1692.0,2006.0
111034090,179 W WILLIAMS ST,Cornelia City,Habersham,131370006042,34.508876,-83.540456,Single family,2.0,1.0,960.0,1967.0
66764708,300 DENNIS CASH RD,,Habersham,131370004003,34.539764,-83.484936,Single family,4.0,3.0,2814.0,1993.0
99254293,221 EDEN WOODS,,Habersham,131370003003,34.593264,-83.533526,Single family,2.0,2.0,1056.0,1999.0
178646410,128 FREE DR,,Habersham,131370006042,34.509085,-83.541308,Single family,2.0,1.0,792.0,1966.0
65893431,2431 MUD CREEK RD,,Habersham,131370006031,34.49005,-83.617206,Single family,3.0,2.0,1120.0,1979.0
78115094,312 ARROWHEAD COVE RD,,Habersham,131370002033,34.679104,-83.492139,Single family,3.0,1.0,1408.0,1908.0
66868601,119 ABBINGTON WAY,,Habersham,131370003002,34.625332,-83.48996,Single family,3.0,4.0,2469.0,2006.0
126605884,250 CHRISTIAN CAMP LN,,Habersham,131370002041,34.630403,-83.60809,Single family,5.0,3.0,3400.0,1997.0
85552877,267 GRAND AVE,Cornelia City,Habersham,131370004002,34.510345,-83.518776,Single family,3.0,5.0,1778.0,1993.0
98393198,1099 E GLADE CREEK RD,,Habersham,131370001001,34.630044,-83.467831,Single family,3.0,2.0,1528.0,1993.0
68630151,2807 ALTO MUD CREEK RD,,Habersham,131370006012,34.485649,-83.608988,Single family,4.0,3.0,2562.0,1978.0
67745924,3349 HOLLYWOOD HWY,,Habersham,131370001001,34.641076,-83.467527,Single family,3.0,1.0,1384.0,1948.0
105595733,191 GRINDSTONE CREEK DR,,Habersham,131370001001,34.636392,-83.489392,Single family,4.0,3.0,1879.0,2002.0
149663099,173 MAIN ST,Mount Airy Town,Habersham,131370004002,34.515281,-83.5063,Single family,2.0,1.0,864.0,1991.0
124286639,760 WHEELER CIR,Alto Town,Habersham,131370006011,34.471858,-83.570439,Single family,3.0,1.0,1128.0,1974.0
86374136,2509 DUNCAN BRIDGE RD,,Habersham,131370006012,34.504687,-83.588537,Single family,3.0,2.0,1104.0,1978.0
85805111,1390 HILLS MILL RD,,Habersham,131370006032,34.538272,-83.580962,Single family,3.0,1.0,1308.0,1938.0
91274278,1540 CHASE RD,,Habersham,131370005011,34.532539,-83.516072,Single family,3.0,1.0,1770.0,1960.0
134499720,4034 PEA RIDGE RD,,Habersham,131370006031,34.527913,-83.608715,Single family,0.0,0.0,9276.0,2019.0
162461986,3705 HIGHWAY 115,,Habersham,131370002011,34.603609,-83.583328,Single family,3.0,2.0,1118.0,2003.0
74993310,373 ABBINGTON WAY,,Habersham,131370003002,34.619365,-83.485623,Single family,4.0,4.0,3464.0,2018.0
159349348,194 POODLE MEADOW LN,,Habersham,131370006031,34.504351,-83.639526,Single family,3.0,2.0,2338.0,1974.0
126953392,132 KENSINGTON CT,,Habersham,131370004004,34.54781,-83.466332,Single family,3.0,2.0,1515.0,2004.0
87186224,330 OAK AVE,Demorest City,Habersham,131370005023,34.562966,-83.545033,Single family,3.0,1.0,1368.0,1927.0
122226825,486 HIGHWAY 197,Mount Airy Town,Habersham,131370004001,34.533636,-83.490728,Single family,4.0,3.0,3359.0,1964.0
64863054,245 BENT OAK DR,,Habersham,131370006012,34.50247,-83.59676,Single family,4.0,2.0,1976.0,1977.0
81686486,5551 HIGHWAY 115,,Habersham,131370002041,34.617685,-83.554003,Single family,3.0,2.0,1772.0,1950.0
135774969,180 TALL OAKS DR,,Habersham,131370006013,34.475296,-83.63076,Single family,5.0,3.0,2782.0,1996.0
81580201,383 BIRCHWOOD DR,,Habersham,131370001001,34.633864,-83.462819,Single family,3.0,2.0,1561.0,1993.0
99588454,214 CORNWALL PL,Alto Town,Habersham,131370006011,34.46534,-83.57991,Single family,3.0,2.0,1770.0,1970.0
71923875,455 HEADS FERRY RD,,Habersham,131370006031,34.504998,-83.648922,Single family,3.0,2.0,1507.0,1979.0
97236298,541 HIGH MEADOW LKS,,Habersham,131370002032,34.699987,-83.544554,Single family,3.0,3.0,2076.0,2000.0
95711993,270 BOYD WOOD RD,,Habersham,131370001001,34.652115,-83.468501,Single family,2.0,1.0,720.0,1984.0
77660188,259 EDEN WOODS,,Habersham,131370003003,34.593259,-83.532453,Single family,3.0,2.0,1056.0,1999.0
68597975,519 SELLERS RD,,Habersham,131370004003,34.549364,-83.449006,Single family,3.0,1.0,1800.0,2002.0
149944978,1900 LON LYONS RD,,Habersham,131370002032,34.687755,-83.611709,Single family,5.0,4.0,1738.0,1997.0
106629110,430 GINGER TRL,,Habersham,131370005021,34.57481,-83.501648,Single family,4.0,3.0,2784.0,1996.0
150049881,291 NEW LIBERTY RD,,Habersham,131370003002,34.625785,-83.498176,Single family,3.0,2.0,1830.0,1974.0
86554313,175 FIELD VIEW DR,,Habersham,131370004004,34.565941,-83.466991,Single family,3.0,2.0,1250.0,2002.0
119151664,815 MUD CREEK RD,,Habersham,131370006031,34.473588,-83.638168,Single family,6.0,4.0,3286.0,2002.0
67783916,830 HIGHWAY 17,,Habersham,131370002011,34.6105,-83.570772,Single family,2.0,2.0,1344.0,2008.0
83266590,2530 HIGHWAY 197 N,,Habersham,131370002034,34.652529,-83.531841,Single family,3.0,2.0,2388.0,1972.0
150095050,254 WARD RD,,Habersham,131370006032,34.52638,-83.559403,Single family,3.0,2.0,1860.0,1968.0
70736185,466 S MAIN ST,Cornelia City,Habersham,131370006043,34.503069,-83.525479,Single family,3.0,1.0,1307.0,1947.0
70904028,5602 PEA RIDGE RD,,Habersham,131370006032,34.537759,-83.58563,Single family,3.0,2.0,2496.0,1984.0
83004929,601 PREACHER CAMPBELL RD,,Habersham,131370002012,34.635257,-83.638895,Single family,7.0,5.0,2500.0,1999.0
86332649,110 SQUIRREL TRL,,Habersham,131370005023,34.548713,-83.563449,Single family,3.0,3.0,2096.0,1996.0
120445286,145 YOUNG DR,,Habersham,131370003002,34.616417,-83.509575,Single family,3.0,3.0,2245.0,1998.0
66509204,275 HILTON ENGLISH RD,,Habersham,131370002012,34.596578,-83.622234,Single family,3.0,2.0,2254.0,2008.0
181736445,380 CROSS CREEK TRL,,Habersham,131370006032,34.561997,-83.595205,Single family,3.0,3.0,1200.0,1995.0
126388766,181 CREST WINDS DR,,Habersham,131370002041,34.629276,-83.582907,Single family,3.0,2.0,1704.0,2004.0
86110421,337 GALLOWAY ST,Cornelia City,Habersham,131370006044,34.514174,-83.532755,Single family,2.0,2.0,1777.0,1973.0
96774334,345 LUCIUS YEARWOOD RD,,Habersham,131370002012,34.605927,-83.633841,Single family,1.0,1.0,880.0,
74039282,534 PAUL FRANKLIN RD,,Habersham,131370003001,34.604972,-83.497873,Single family,4.0,3.0,2800.0,1985.0
86041112,354 GROVE ST,,Habersham,131370004001,34.531938,-83.498657,Single family,3.0,3.0,2098.0,1982.0
66512963,521 GREENING PL,,Habersham,131370001002,34.705576,-83.452962,Single family,4.0,3.0,3383.0,2000.0
97581279,953 E MIZE RD,,Habersham,131370005021,34.560045,-83.509081,Single family,3.0,2.0,1187.0,1981.0
86713103,142 AMILEE GRAVES CIR,Clarkesville City,Habersham,131370003002,34.61454,-83.520449,Single family,3.0,2.0,3297.0,
86698922,295 MIDWAY XING,,Habersham,131370005023,34.547433,-83.546065,Single family,2.0,0.0,1996.0,1953.0
112390833,633 TROJAN LN,Baldwin City,Habersham,131370006012,34.487661,-83.58584,Single family,3.0,3.0,1622.0,2007.0
178391406,110 CORBETT YORK RD,,Habersham,131370002012,34.619144,-83.607659,Single family,3.0,2.0,2060.0,1940.0
84392593,437 THORNWOOD CIR,,Habersham,131370004001,34.536052,-83.495661,Single family,3.0,2.0,1794.0,1996.0
120729142,262 PEACEFUL WATERS CIR,,Habersham,131370005022,34.5755,-83.5649,Single family,2.0,1.0,856.0,2001.0
102640143,306 RUSSELL WOODS DR,Mount Airy Town,Habersham,131370004003,34.526606,-83.473092,Single family,3.0,2.0,1500.0,2020.0
67619820,547 YONAH ST,Cornelia City,Habersham,131370006043,34.507746,-83.526735,Single family,2.0,2.0,957.0,1973.0
77811182,1379 WASHINGTON ST,Clarkesville City,Habersham,131370003003,34.614684,-83.526101,Single family,2.0,0.0,1302.0,1917.0
82280817,910 MEADOWVIEW RDG,,Habersham,131370002031,34.754637,-83.599292,Single family,3.0,3.0,1068.0,1987.0
108755117,5781 HIGHWAY 115,Clarkesville City,Habersham,131370002041,34.621522,-83.551256,Single family,4.0,4.0,5145.0,2018.0
100038774,274 PINEY WOODS TRL,,Habersham,131370003001,34.583679,-83.465317,Single family,3.0,3.0,1888.0,1989.0
97186804,150 DEWBERRY LN,,Habersham,131370003001,34.59823,-83.488882,Single family,3.0,2.0,1232.0,2005.0
75140472,1797 OLD CLEVELAND RD,,Habersham,131370005023,34.528361,-83.556378,Single family,4.0,2.0,1632.0,1959.0
71269970,551 ELBERTA ST,,Habersham,131370005011,34.524516,-83.53536,Single family,3.0,2.0,1440.0,1960.0
88418432,524 COTTAGE CREST DR,,Habersham,131370001002,34.706983,-83.452344,Single family,3.0,3.0,1765.0,2001.0
156202467,791 THORNWOOD CIR,,Habersham,131370004001,34.536697,-83.490581,Single family,3.0,2.0,1643.0,1999.0
92752082,160 SARAH LN,Mount Airy Town,Habersham,131370005012,34.52247,-83.516165,Single family,3.0,2.0,1433.0,2004.0
141322737,229 HIGH ROLLING MEADOW DR,,Habersham,131370004003,34.538519,-83.474996,Single family,5.0,2.0,1676.0,1994.0
126884969,258 SPRING ST,Clarkesville City,Habersham,131370003003,34.603504,-83.522992,Single family,3.0,2.0,1336.0,1968.0
166645349,200 CHENOCETAH DR,Cornelia City,Habersham,131370004002,34.512784,-83.515077,Single family,3.0,2.0,2122.0,1952.0
69928341,345 CHESTNUT HILLS RD,,Habersham,131370002032,34.774775,-83.581031,Single family,3.0,3.0,864.0,2008.0
73661100,109 WINDSOR DR,,Habersham,131370005012,34.52637,-83.519726,Single family,2.0,2.0,1736.0,1959.0
156032683,393 YONAH POST RD,,Habersham,131370006013,34.442836,-83.620971,Single family,3.0,1.0,912.0,1979.0
70665207,366 HAZEL AVE,Demorest City,Habersham,131370005022,34.56358,-83.547563,Single family,4.0,2.0,1986.0,1908.0
153296302,125 STERLING HILLS DR,,Habersham,131370002012,34.625412,-83.609043,Single family,3.0,2.0,1975.0,2007.0
95636407,119 WILLIAMS ST,Baldwin City,Habersham,131370006042,34.489702,-83.540653,Single family,2.0,1.0,972.0,1932.0
160916880,122 RIVERVIEW DR,,Habersham,131370002032,34.68165,-83.543939,Single family,3.0,2.0,1600.0,1988.0
160988437,438 HOMER STEPHENS RD,,Habersham,131370006031,34.518547,-83.633642,Single family,4.0,1.0,2552.0,1977.0
75554288,370 CRESTVIEW RD,,Habersham,131370002011,34.601998,-83.587966,Single family,4.0,3.0,2446.0,1982.0
96060662,401 GINGER TRL,,Habersham,131370005021,34.572594,-83.505122,Single family,3.0,5.0,1810.0,1997.0
79720677,307 PHILLIPS ST,,Habersham,131370002034,34.640349,-83.514623,Single family,3.0,2.0,1704.0,2006.0
76266100,361 441 HISTORIC HWY N,,Habersham,131370005022,34.579207,-83.537482,Single family,3.0,2.0,1716.0,1950.0
128172555,476 GILSTRAP RD,Raoul CDP,Habersham,131370006014,34.451812,-83.605239,Single family,3.0,2.0,2244.0,1986.0
93824297,200 THORNBRIAR WAY,,Habersham,131370004001,34.535846,-83.492634,Single family,3.0,3.0,1908.0,1996.0
71356123,970 COON CREEK RD,,Habersham,131370006013,34.466669,-83.635463,Single family,3.0,3.0,2571.0,2006.0
79716240,205 TIMBERLINE DR,,Habersham,131370005022,34.554513,-83.57203,Single family,4.0,3.0,2224.0,1987.0
112731926,2455 MUD CREEK RD,,Habersham,131370006031,34.490559,-83.617245,Single family,3.0,2.0,1164.0,2000.0
92737942,839 CHURCH SAWMILL RD,,Habersham,131370005021,34.581881,-83.528068,Single family,2.0,2.0,1031.0,1950.0
65999795,2282 HIGHWAY 17,,Habersham,131370002012,34.628309,-83.588956,Single family,4.0,3.0,2014.0,1917.0
99059790,303 HANCOCK RD,,Habersham,131370005022,34.557888,-83.57203,Single family,3.0,3.0,1966.0,1977.0
150103990,600 TROTTER RD,,Habersham,131370002041,34.624209,-83.538986,Single family,2.0,2.0,1680.0,1934.0
84799774,6283 DICKS HILL PKWY,,Habersham,131370004004,34.572744,-83.448191,Single family,4.0,3.0,1372.0,1989.0
170548554,2864 OAKEY MOUNTAIN RD,,Habersham,131370002032,34.731758,-83.554922,Single family,2.0,2.0,4492.0,1986.0
84800407,150 SHORE ST,Baldwin City,Habersham,131370006043,34.49197,-83.534105,Single family,2.0,1.0,1120.0,1947.0
165746331,204 ORCHARD CT,,Habersham,131370001002,34.705477,-83.468694,Single family,6.0,4.0,2437.0,2004.0
76622595,110 JIM THOMAS RD,,Habersham,131370002012,34.602093,-83.595096,Single family,3.0,2.0,1528.0,2000.0
89864372,282 ELBERTA ST,Cornelia City,Habersham,131370005011,34.522521,-83.531151,Single family,3.0,2.0,1786.0,1940.0
89967496,1250 PARADISE PARK RD,,Habersham,131370006032,34.544202,-83.60613,Single family,3.0,2.0,1376.0,2001.0
163067528,311 BANKS ST,Cornelia City,Habersham,131370006043,34.505491,-83.528496,Single family,3.0,2.0,1776.0,1947.0
89961456,111 DENNIS ST,,Habersham,131370003001,34.60198,-83.511828,Single family,3.0,2.0,1106.0,1977.0
161860465,700 J WARREN RD,,Habersham,131370006041,34.515371,-83.563376,Single family,3.0,2.0,2016.0,1996.0
88739951,155 FINIS SPRINGS DR,Cornelia City,Habersham,131370006041,34.508772,-83.54605,Single family,0.0,0.0,2784.0,2001.0
93347374,238 MOUNTAIN SPRINGS DR,,Habersham,131370001002,34.691727,-83.443013,Single family,3.0,2.0,1281.0,1997.0
144003264,495 N MIZE RD,,Habersham,131370003001,34.593104,-83.498611,Single family,3.0,2.0,1592.0,1977.0
180846623,115 REFUGE TER,,Habersham,131370004003,34.529546,-83.486892,Single family,3.0,2.0,1730.0,1952.0
101643430,1121 LIMESTONE DR,,Habersham,131370005023,34.534469,-83.553616,Single family,4.0,3.0,2310.0,2021.0
91167561,247 VALLEY DR,,Habersham,131370005011,34.531775,-83.518391,Single family,3.0,2.0,1679.0,1971.0
91344041,835 OAK FOREST DR,,Habersham,131370002032,34.695586,-83.622268,Single family,2.0,2.0,1204.0,1995.0
67537279,2148 HIGHWAY 197 N,,Habersham,131370002034,34.646254,-83.532731,Single family,2.0,1.0,864.0,1940.0
66364782,1552 HOLLYWOOD HWY,,Habersham,131370003002,34.622665,-83.486621,Single family,2.0,1.0,1196.0,1951.0
118629361,404 IVY HILLS CIR,Mount Airy Town,Habersham,131370004003,34.533576,-83.477999,Single family,3.0,2.0,1267.0,2006.0
74788236,270 MORNINGSIDE DR,Clarkesville City,Habersham,131370003002,34.608323,-83.519099,Single family,2.0,1.0,1656.0,1947.0
69198272,132 SUMMIT ST,Cornelia City,Habersham,131370004002,34.508785,-83.516934,Single family,3.0,2.0,1260.0,1970.0
83509548,563 STONEBANK RD,,Habersham,131370002012,34.647931,-83.638684,Single family,1.0,1.0,432.0,1983.0
80439935,1100 CHANDLER HEIGHTS CIR,Baldwin City,Habersham,131370006011,34.487719,-83.568642,Single family,3.0,3.0,2512.0,1993.0
66912258,156 WYNDAGE CT,,Habersham,131370006031,34.505184,-83.599785,Single family,3.0,3.0,2146.0,1999.0
70137691,995 SOAPSTONE DR,,Habersham,131370005023,34.53483,-83.55207,Single family,4.0,3.0,2310.0,2021.0
179297361,1305 HIGHWAY 197,,Habersham,131370004001,34.543908,-83.490183,Single family,3.0,1.0,928.0,1953.0
73651605,150 GEORGIA BELL DR,,Habersham,131370001002,34.698181,-83.449852,Single family,4.0,5.0,3362.0,2019.0
83524208,195 S BRUCE ST,Baldwin City,Habersham,131370006042,34.48767,-83.547545,Single family,3.0,2.0,1650.0,1971.0
65502959,483 MARTIN LUTHER KING JR DR,Cornelia City,Habersham,131370005012,34.516202,-83.521264,Single family,2.0,1.0,988.0,1970.0
97172908,296 HOLLY LN,,Habersham,131370004004,34.593288,-83.455676,Single family,3.0,2.0,1489.0,1984.0
77088721,308 PARTHENIA DR,,Habersham,131370005023,34.546298,-83.56489,Single family,4.0,2.5,2314.0,2003.0
88983163,697 NORTHRIDGE DR,,Habersham,131370005021,34.572926,-83.502682,Single family,3.0,3.0,2362.0,1999.0
95275619,862 HANK FRY RD,,Habersham,131370002033,34.688215,-83.48481,Single family,1.0,2.0,1540.0,2007.0
95522701,396 HIGHLAND POINTE DR,Baldwin City,Habersham,131370006012,34.490351,-83.590533,Single family,3.0,2.0,2000.0,2019.0
68459324,264 BROOKWOOD LN,,Habersham,131370002031,34.795128,-83.578664,Single family,1.0,2.0,1072.0,1990.0
86495414,221 CHASE SUMMIT LN,,Habersham,131370005012,34.527179,-83.517409,Single family,3.0,3.0,1824.0,1995.0
197984194,189 MAGNOLIA VILLAS DR,Cornelia City,Habersham,131370006041,34.50447,-83.55726,Single family,3.0,2.0,1727.0,2022.0
197480541,357 STERLING MEADOWS CT,,Habersham,131370005021,34.579506,-83.511375,Single family,4.0,3.0,2240.0,2022.0
166207031,401 RIVER BRIDGE TRL,,Habersham,131370006032,34.53722,-83.617633,Single family,4.0,2.0,2059.0,1997.0
87032095,1581 HIGHWAY 197 N,,Habersham,131370002034,34.638721,-83.532917,Single family,6.0,5.0,3007.0,1980.0
76134361,747 PARDUE MILL RD,,Habersham,131370002011,34.59388,-83.58216,Single family,2.0,2.0,1928.0,1987.0
74040404,2830 HISTORIC OLD HIGHWAY 441,,Habersham,131370001002,34.681563,-83.426722,Single family,3.0,1.0,1200.0,1953.0
88914592,360 IVY HILLS CIR,Mount Airy Town,Habersham,131370004003,34.532832,-83.479113,Single family,3.0,2.0,1621.0,2005.0
79556739,944 IRON ORE RD,,Habersham,131370005021,34.55516,-83.525537,Single family,3.0,2.0,1682.0,1991.0
76480313,815 IVY HILLS CIR,Mount Airy Town,Habersham,131370004003,34.53367,-83.47126,Single family,3.0,2.0,1309.0,2008.0
111965696,423 MOUNTAIN CREST DR,,Habersham,131370002032,34.680398,-83.567959,Single family,3.0,3.0,2196.0,1974.0
177846515,3184 ANTIOCH CHURCH RD,,Habersham,131370001001,34.608072,-83.426675,Single family,2.0,1.0,2730.0,2006.0
70882355,324 JENNY LN,,Habersham,131370006012,34.496477,-83.597627,Single family,4.0,3.0,2613.0,1993.0
164096702,2220 ORCHARD DR,,Habersham,131370002033,34.705378,-83.470871,Single family,3.0,2.0,1980.0,1993.0
75984565,1768 WILLINGHAM AVE,Baldwin City,Habersham,131370006043,34.499517,-83.529423,Single family,3.0,2.0,2164.0,1952.0
76012167,152 FRANKLIN RD,,Habersham,131370003001,34.604712,-83.474218,Single family,3.0,2.0,1864.0,
78846567,1860 TUGALO VILLAGE RD,Tallulah Falls Town,Habersham,131370001003,34.704458,-83.383969,Single family,3.0,2.0,1336.0,1995.0
90178761,499 JAMISON HLS,,Habersham,131370001003,34.630891,-83.421328,Single family,2.0,1.0,1536.0,1984.0
67624006,679 PINE RIDGE RD,,Habersham,131370001003,34.651799,-83.422095,Single family,4.0,4.0,2784.0,2000.0
80526310,119 LAWSON LAKE HILLS RD,,Habersham,131370001003,34.623345,-83.426739,Single family,2.0,2.0,888.0,1999.0
83787176,585 MUD CREEK RD,,Habersham,131370006031,34.47101,-83.639688,Single family,3.0,2.0,1650.0,1973.0
83944735,716 HUMMINGBIRD CT,,Habersham,131370002041,34.618929,-83.564046,Single family,3.0,2.0,1585.0,2005.0
71316957,1850 DOUBLE BRIDGE RD,,Habersham,131370003001,34.587174,-83.519442,Single family,3.0,2.0,1756.0,2007.0
69375956,215 ROBERTSON LOOP RD,,Habersham,131370003003,34.591846,-83.535453,Single family,3.0,1.0,1200.0,1995.0
80926131,240 COPPER SPRINGS RD,,Habersham,131370005021,34.566274,-83.498091,Single family,3.0,2.0,1320.0,2000.0
68854685,1219 CANNON BRIDGE RD,,Habersham,131370005022,34.551143,-83.565178,Single family,3.0,1.0,1354.0,1972.0
93221760,200 KINGSTON HILL DR,Cornelia City,Habersham,131370005012,34.520242,-83.523065,Single family,3.0,2.0,2214.0,1977.0
93132490,3247 TOCCOA HWY,,Habersham,131370003002,34.614736,-83.487287,Single family,3.0,1.0,1323.0,1967.0
89855712,304 EDGEWOOD DR,,Habersham,131370005021,34.54962,-83.507394,Single family,3.0,2.0,1272.0,1969.0
119722993,134 GEORGIA ST,Demorest City,Habersham,131370005023,34.556047,-83.544073,Single family,3.0,2.0,1478.0,
78258210,480 SHOALS RDG,Clarkesville City,Habersham,131370002011,34.607275,-83.544496,Single family,4.0,4.0,2477.0,2005.0
79027678,315 SAGE ST,,Habersham,131370005021,34.570776,-83.508087,Single family,4.0,3.0,1907.0,1995.0
134927992,748 PLUM LN,,Habersham,131370001002,34.70281,-83.443057,Single family,3.0,2.0,2252.0,1997.0
81586176,347 HOYT ST,Cornelia City,Habersham,131370006044,34.512179,-83.533777,Single family,2.0,1.0,672.0,1947.0
66991351,444 BIRCHWOOD DR,,Habersham,131370001001,34.631161,-83.464032,Single family,4.0,3.0,2368.0,1994.0
74739826,465 CHANDLER HEIGHTS CIR,Baldwin City,Habersham,131370006011,34.484285,-83.570609,Single family,3.0,2.0,2720.0,1993.0
142962002,189 TRAILS END DR,,Habersham,131370002011,34.57197,-83.59534,Single family,2.0,1.0,1344.0,1985.0
164929330,291 MCENTIRE RD,,Habersham,131370002012,34.593191,-83.613631,Single family,2.0,2.0,1440.0,1985.0
95439910,115 WAYWARD WINDS DR,,Habersham,131370005021,34.559083,-83.506904,Single family,3.0,2.0,2007.0,2016.0
116298812,312 GABRELS DR,Clarkesville City,Habersham,131370003002,34.614708,-83.517329,Single family,3.0,1.0,1120.0,1947.0
69899312,755 BRIAR RDG,,Habersham,131370001002,34.668779,-83.444108,Single family,2.0,0.0,3410.0,1997.0
81223195,199 GROVE ST,,Habersham,131370004001,34.531513,-83.501967,Single family,3.0,2.0,1134.0,1978.0
80487088,315 HIGHLAND POINTE DR,Baldwin City,Habersham,131370006012,34.490758,-83.589533,Single family,3.0,2.0,1504.0,2020.0
73667690,160 GALLOWAY ST,Cornelia City,Habersham,131370006044,34.512885,-83.53566,Single family,2.0,2.0,1064.0,1937.0
87310589,1019 PREACHER CAMPBELL RD,,Habersham,131370002012,34.644547,-83.633611,Single family,4.0,4.0,2438.0,1999.0
87766334,997 TURNERVILLE CIR,,Habersham,131370001002,34.695733,-83.438864,Single family,3.0,2.5,2054.0,2001.0
89745256,275 HUNTINGTON MANOR CT,,Habersham,131370005023,34.534066,-83.556806,Single family,4.0,3.0,2166.0,2020.0
76262704,559 BILL CANUP RD,,Habersham,131370003001,34.586149,-83.476629,Single family,3.0,2.0,2493.0,1974.0
77651973,245 OAK SPRINGS RD,,Habersham,131370002041,34.618026,-83.54681,Single family,3.0,3.0,1656.0,1994.0
134934890,406 MAGNOLIA LN,,Habersham,131370005011,34.530698,-83.524643,Single family,2.0,1.0,784.0,1937.0
433084266,179 STONEHEDGE DR,,Habersham,131370002012,34.64864,-83.63544,Single family,1.0,1.0,500.0,
78347259,207 WINDROSE MEADOW LN,,Habersham,131370003001,34.59521,-83.512654,Single family,3.0,3.0,2103.0,1997.0
78391845,251 THOMAS ST,Cornelia City,Habersham,131370004002,34.51258,-83.522659,Single family,3.0,3.0,2095.0,1932.0
71095499,183 GOLDEN VALLEY DR,,Habersham,131370006032,34.566042,-83.588517,Single family,3.0,2.0,1689.0,1985.0
181078494,408 CRYSTAL WAY,,Habersham,131370006031,34.495683,-83.621955,Single family,4.0,3.0,2582.0,2021.0
69403456,150 ROBERTS CREEK LN,,Habersham,131370002033,34.691561,-83.462858,Single family,4.0,3.0,1782.0,2001.0
89997710,2616 HOLLYWOOD CHURCH RD,,Habersham,131370002033,34.668576,-83.470574,Single family,2.0,1.0,1944.0,2000.0
167307183,1671 DEMOREST MOUNT AIRY HWY,,Habersham,131370005021,34.547457,-83.507974,Single family,2.0,1.0,944.0,1947.0
84391370,1685 PARDUE MILL RD,,Habersham,131370002011,34.592299,-83.567663,Single family,4.0,3.0,2282.0,2005.0
86226865,202 RHODE ISLAND ST,Demorest City,Habersham,131370005023,34.567239,-83.541862,Single family,4.0,2.0,2010.0,1940.0
